OrderID,OrderDate,City,Category,Item,Quantity,Price,PaymentMode,Status,DeliveryTime(min),CustomerType,TotalAmount
6262,18/09/2023 21:00,Kolkata,Snacks,Rice,3,369,UPI,Cancelled,38,Repeat,1107
6263,18/09/2023 22:00,Bangalore,Fruits & Vegetables,Bread,3,395,Card,Delivered,11,Repeat,1185
6264,18/09/2023 23:00,Hyderabad,Household,Bread,1,300,Wallet,Delivered,39,Repeat,300
6265,19/09/2023 00:00,Bangalore,Beverages,Flour,4,220,Wallet,Delivered,83,Repeat,880
6266,19/09/2023 01:00,Kolkata,Snacks,Rice,4,238,Card,Delivered,85,New,952
6267,19/09/2023 02:00,Chennai,Household,Soap,5,427,Wallet,Delivered,66,New,2135
6268,19/09/2023 03:00,Ahmedabad,Dairy & Bakery,Oil,5,465,Cash,Delivered,68,New,2325
6269,19/09/2023 04:00,Pune,Snacks,Flour,4,123,Card,Delivered,28,Repeat,492
6270,19/09/2023 05:00,Bangalore,Household,Shampoo,2,318,Wallet,Delivered,63,New,636
6271,19/09/2023 06:00,Mumbai,Snacks,Shampoo,3,334,UPI,Delivered,79,New,1002
6272,19/09/2023 07:00,Pune,Fruits & Vegetables,Bread,5,329,Card,Cancelled,32,Repeat,1645
6273,19/09/2023 08:00,Delhi,Fruits & Vegetables,Apple,2,354,Card,Returned,42,Repeat,708
6274,19/09/2023 09:00,Kolkata,Fruits & Vegetables,Rice,5,249,Wallet,Returned,75,New,1245
6275,19/09/2023 10:00,Ahmedabad,Personal Care,Bread,1,429,Card,Delivered,88,New,429
6276,19/09/2023 11:00,Bangalore,Dairy & Bakery,Apple,3,73,Card,Delivered,20,New,219
6277,19/09/2023 12:00,Pune,Fruits & Vegetables,Shampoo,5,208,Card,Delivered,27,New,1040
6278,19/09/2023 13:00,Ahmedabad,Dairy & Bakery,Milk,4,241,Card,Delivered,74,Repeat,964
6279,19/09/2023 14:00,Bangalore,Fruits & Vegetables,Bread,1,94,Card,Delivered,41,New,94
6280,19/09/2023 15:00,Pune,Personal Care,Juice,1,368,Card,Delivered,13,Repeat,368
6281,19/09/2023 16:00,Mumbai,Snacks,Milk,4,482,Cash,Returned,45,New,1928
6282,19/09/2023 17:00,Delhi,Household,Flour,1,191,Wallet,Delivered,66,New,191
6283,19/09/2023 18:00,Delhi,Household,Milk,3,412,Cash,Cancelled,42,Repeat,1236
6284,19/09/2023 19:00,Chennai,Fruits & Vegetables,Bread,5,61,Wallet,Delivered,23,Repeat,305
6285,19/09/2023 20:00,Pune,Household,Apple,1,176,Card,Delivered,57,New,176
6286,19/09/2023 21:00,Bangalore,Fruits & Vegetables,Juice,3,354,Wallet,Delivered,46,Repeat,1062
6287,19/09/2023 22:00,Delhi,Fruits & Vegetables,Apple,4,100,Cash,Delivered,14,New,400
6288,19/09/2023 23:00,Kolkata,Beverages,Banana,5,227,Wallet,Cancelled,59,Repeat,1135
6289,20/09/2023 00:00,Delhi,Beverages,Apple,4,333,Card,Delivered,70,New,1332
6290,20/09/2023 01:00,Hyderabad,Beverages,Apple,5,105,Card,Delivered,78,Repeat,525
6291,20/09/2023 02:00,Hyderabad,Dairy & Bakery,Soap,1,251,Card,Delivered,47,New,251
6292,20/09/2023 03:00,Delhi,Beverages,Chips,1,466,Cash,Cancelled,55,Repeat,466
6293,20/09/2023 04:00,Pune,Fruits & Vegetables,Flour,5,196,UPI,Delivered,24,Repeat,980
6294,20/09/2023 05:00,Chennai,Personal Care,Eggs,3,126,Card,Returned,46,New,378
6295,20/09/2023 06:00,Delhi,Personal Care,Chips,3,158,Card,Delivered,36,Repeat,474
6296,20/09/2023 07:00,Mumbai,Snacks,Juice,3,121,Wallet,Cancelled,10,New,363
6297,20/09/2023 08:00,Ahmedabad,Beverages,Juice,2,492,UPI,Delivered,38,Repeat,984
6298,20/09/2023 09:00,Bangalore,Personal Care,Rice,3,329,Wallet,Delivered,81,Repeat,987
6299,20/09/2023 10:00,Chennai,Beverages,Apple,1,49,Cash,Delivered,16,Repeat,49
6300,20/09/2023 11:00,Mumbai,Snacks,Milk,2,213,UPI,Delivered,38,New,426
6301,20/09/2023 12:00,Chennai,Personal Care,Chips,3,340,Card,Cancelled,40,Repeat,1020
6302,20/09/2023 13:00,Mumbai,Fruits & Vegetables,Rice,1,263,UPI,Delivered,47,Repeat,263
6303,20/09/2023 14:00,Bangalore,Dairy & Bakery,Banana,2,333,Card,Delivered,17,New,666
6304,20/09/2023 15:00,Bangalore,Beverages,Eggs,1,204,Cash,Delivered,46,New,204
6305,20/09/2023 16:00,Hyderabad,Personal Care,Apple,5,312,Wallet,Cancelled,68,Repeat,1560
6306,20/09/2023 17:00,Pune,Personal Care,Rice,1,266,Cash,Delivered,88,Repeat,266
6307,20/09/2023 18:00,Mumbai,Snacks,Chips,2,137,Cash,Delivered,63,Repeat,274
6308,20/09/2023 19:00,Ahmedabad,Fruits & Vegetables,Banana,3,457,Card,Delivered,67,New,1371
6309,20/09/2023 20:00,Hyderabad,Household,Soap,2,92,Wallet,Cancelled,35,New,184
6310,20/09/2023 21:00,Mumbai,Personal Care,Shampoo,3,88,Cash,Delivered,57,Repeat,264
6311,20/09/2023 22:00,Hyderabad,Dairy & Bakery,Eggs,3,261,UPI,Delivered,20,New,783
6312,20/09/2023 23:00,Bangalore,Snacks,Juice,4,171,Cash,Delivered,32,New,684
6313,21/09/2023 00:00,Chennai,Personal Care,Soap,5,338,Card,Cancelled,43,Repeat,1690
6314,21/09/2023 01:00,Kolkata,Personal Care,Oil,4,494,UPI,Delivered,42,New,1976
6315,21/09/2023 02:00,Hyderabad,Snacks,Oil,2,113,UPI,Delivered,11,New,226
6316,21/09/2023 03:00,Mumbai,Snacks,Flour,4,454,Wallet,Delivered,70,New,1816
6317,21/09/2023 04:00,Mumbai,Beverages,Apple,3,290,UPI,Delivered,13,Repeat,870
6318,21/09/2023 05:00,Kolkata,Personal Care,Shampoo,2,450,UPI,Delivered,21,Repeat,900
6319,21/09/2023 06:00,Pune,Household,Shampoo,4,476,Card,Delivered,38,Repeat,1904
6320,21/09/2023 07:00,Ahmedabad,Dairy & Bakery,Eggs,1,449,Wallet,Delivered,51,Repeat,449
6321,21/09/2023 08:00,Bangalore,Fruits & Vegetables,Milk,5,248,Cash,Delivered,66,New,1240
6322,21/09/2023 09:00,Mumbai,Fruits & Vegetables,Soap,1,49,UPI,Delivered,59,Repeat,49
6323,21/09/2023 10:00,Delhi,Household,Milk,2,132,Cash,Delivered,75,Repeat,264
6324,21/09/2023 11:00,Chennai,Snacks,Bread,4,354,Cash,Cancelled,16,Repeat,1416
6325,21/09/2023 12:00,Hyderabad,Snacks,Soap,3,167,Cash,Delivered,66,Repeat,501
6326,21/09/2023 13:00,Pune,Snacks,Banana,4,76,Wallet,Delivered,55,Repeat,304
6327,21/09/2023 14:00,Ahmedabad,Personal Care,Apple,2,196,Cash,Returned,31,Repeat,392
6328,21/09/2023 15:00,Kolkata,Snacks,Soap,2,331,Card,Delivered,20,New,662
6329,21/09/2023 16:00,Chennai,Snacks,Soap,2,75,Wallet,Delivered,42,New,150
6330,21/09/2023 17:00,Bangalore,Personal Care,Bread,2,428,Wallet,Delivered,63,New,856
6331,21/09/2023 18:00,Pune,Personal Care,Eggs,4,284,Wallet,Delivered,29,Repeat,1136
6332,21/09/2023 19:00,Ahmedabad,Household,Flour,1,256,Wallet,Delivered,14,Repeat,256
6333,21/09/2023 20:00,Hyderabad,Beverages,Eggs,3,297,UPI,Delivered,77,Repeat,891
6334,21/09/2023 21:00,Hyderabad,Personal Care,Banana,3,96,UPI,Delivered,23,Repeat,288
6335,21/09/2023 22:00,Kolkata,Dairy & Bakery,Eggs,5,440,Cash,Delivered,12,Repeat,2200
6336,21/09/2023 23:00,Delhi,Snacks,Shampoo,2,143,UPI,Returned,67,Repeat,286
6337,22/09/2023 00:00,Kolkata,Beverages,Chips,2,47,Wallet,Delivered,36,Repeat,94
6338,22/09/2023 01:00,Bangalore,Fruits & Vegetables,Bread,2,161,Cash,Cancelled,13,New,322
6339,22/09/2023 02:00,Pune,Household,Chips,1,177,Card,Cancelled,76,Repeat,177
6340,22/09/2023 03:00,Pune,Beverages,Chips,2,186,UPI,Delivered,73,Repeat,372
6341,22/09/2023 04:00,Mumbai,Personal Care,Bread,5,204,Wallet,Cancelled,51,Repeat,1020
6342,22/09/2023 05:00,Delhi,Snacks,Chips,5,408,Cash,Cancelled,38,Repeat,2040
6343,22/09/2023 06:00,Delhi,Snacks,Chips,1,31,UPI,Delivered,89,New,31
6344,22/09/2023 07:00,Pune,Snacks,Chips,2,438,Wallet,Returned,44,New,876
6345,22/09/2023 08:00,Pune,Beverages,Flour,4,188,Cash,Delivered,28,New,752
6346,22/09/2023 09:00,Chennai,Snacks,Banana,4,338,UPI,Returned,88,New,1352
6347,22/09/2023 10:00,Ahmedabad,Personal Care,Juice,3,445,Card,Delivered,78,Repeat,1335
6348,22/09/2023 11:00,Chennai,Beverages,Flour,1,400,UPI,Delivered,40,Repeat,400
6349,22/09/2023 12:00,Chennai,Snacks,Banana,4,468,Wallet,Delivered,52,New,1872
6350,22/09/2023 13:00,Delhi,Fruits & Vegetables,Oil,3,468,Wallet,Delivered,82,New,1404
6351,22/09/2023 14:00,Mumbai,Fruits & Vegetables,Milk,5,125,Card,Delivered,86,Repeat,625
6352,22/09/2023 15:00,Hyderabad,Dairy & Bakery,Flour,3,273,Card,Delivered,30,New,819
6353,22/09/2023 16:00,Chennai,Snacks,Soap,2,446,Cash,Cancelled,74,New,892
6354,22/09/2023 17:00,Mumbai,Snacks,Eggs,2,463,Cash,Delivered,86,New,926
6355,22/09/2023 18:00,Kolkata,Beverages,Bread,5,423,Wallet,Delivered,43,Repeat,2115
6356,22/09/2023 19:00,Bangalore,Beverages,Shampoo,1,117,UPI,Delivered,70,Repeat,117
6357,22/09/2023 20:00,Chennai,Snacks,Chips,2,138,Card,Delivered,45,Repeat,276
6358,22/09/2023 21:00,Kolkata,Dairy & Bakery,Rice,2,245,Cash,Delivered,89,Repeat,490
6359,22/09/2023 22:00,Hyderabad,Snacks,Bread,3,466,Wallet,Delivered,83,Repeat,1398
6360,22/09/2023 23:00,Bangalore,Personal Care,Apple,3,394,Wallet,Delivered,50,Repeat,1182
6361,23/09/2023 00:00,Bangalore,Beverages,Bread,3,171,Wallet,Delivered,43,New,513
6362,23/09/2023 01:00,Hyderabad,Snacks,Flour,4,495,Card,Cancelled,34,New,1980
6363,23/09/2023 02:00,Chennai,Beverages,Flour,5,222,Card,Delivered,66,New,1110
6364,23/09/2023 03:00,Delhi,Snacks,Soap,1,475,Card,Delivered,74,New,475
6365,23/09/2023 04:00,Hyderabad,Household,Shampoo,3,182,UPI,Delivered,85,New,546
6366,23/09/2023 05:00,Hyderabad,Beverages,Bread,1,316,Card,Delivered,31,Repeat,316
6367,23/09/2023 06:00,Hyderabad,Dairy & Bakery,Shampoo,3,141,Wallet,Delivered,69,New,423
6368,23/09/2023 07:00,Bangalore,Household,Bread,2,35,Card,Returned,63,New,70
6369,23/09/2023 08:00,Ahmedabad,Personal Care,Banana,1,397,UPI,Delivered,31,Repeat,397
6370,23/09/2023 09:00,Mumbai,Snacks,Flour,4,355,UPI,Delivered,70,Repeat,1420
6371,23/09/2023 10:00,Kolkata,Personal Care,Banana,3,125,Wallet,Delivered,75,New,375
6372,23/09/2023 11:00,Delhi,Beverages,Flour,5,281,Cash,Delivered,54,Repeat,1405
6373,23/09/2023 12:00,Chennai,Household,Juice,2,39,Card,Delivered,81,Repeat,78
6374,23/09/2023 13:00,Chennai,Personal Care,Milk,3,459,Card,Delivered,78,New,1377
6375,23/09/2023 14:00,Kolkata,Dairy & Bakery,Flour,1,263,UPI,Delivered,73,Repeat,263
6376,23/09/2023 15:00,Mumbai,Beverages,Bread,3,263,UPI,Delivered,19,New,789
6377,23/09/2023 16:00,Hyderabad,Household,Oil,2,478,Cash,Delivered,76,Repeat,956
6378,23/09/2023 17:00,Ahmedabad,Personal Care,Oil,5,411,UPI,Cancelled,20,New,2055
6379,23/09/2023 18:00,Delhi,Household,Chips,5,231,UPI,Cancelled,37,New,1155
6380,23/09/2023 19:00,Chennai,Household,Bread,5,243,UPI,Delivered,14,New,1215
6381,23/09/2023 20:00,Kolkata,Personal Care,Apple,2,372,UPI,Delivered,21,Repeat,744
6382,23/09/2023 21:00,Pune,Fruits & Vegetables,Shampoo,3,281,Cash,Delivered,53,Repeat,843
6383,23/09/2023 22:00,Ahmedabad,Snacks,Chips,2,239,Card,Delivered,38,Repeat,478
6384,23/09/2023 23:00,Kolkata,Beverages,Flour,2,27,Card,Returned,87,Repeat,54
6385,24/09/2023 00:00,Ahmedabad,Beverages,Juice,3,465,Card,Returned,45,Repeat,1395
6386,24/09/2023 01:00,Chennai,Beverages,Shampoo,4,33,Card,Delivered,44,New,132
6387,24/09/2023 02:00,Hyderabad,Household,Banana,5,406,Card,Delivered,17,New,2030
6388,24/09/2023 03:00,Pune,Personal Care,Rice,1,149,Wallet,Delivered,25,New,149
6389,24/09/2023 04:00,Mumbai,Snacks,Chips,1,41,Wallet,Delivered,52,Repeat,41
6390,24/09/2023 05:00,Delhi,Dairy & Bakery,Banana,3,244,UPI,Delivered,78,New,732
6391,24/09/2023 06:00,Mumbai,Beverages,Apple,1,254,Wallet,Returned,25,Repeat,254
6392,24/09/2023 07:00,Mumbai,Personal Care,Chips,4,360,Card,Delivered,65,New,1440
6393,24/09/2023 08:00,Kolkata,Snacks,Chips,2,473,UPI,Delivered,50,Repeat,946
6394,24/09/2023 09:00,Ahmedabad,Snacks,Chips,5,218,Card,Delivered,86,Repeat,1090
6395,24/09/2023 10:00,Delhi,Fruits & Vegetables,Milk,1,153,Card,Cancelled,17,Repeat,153
6396,24/09/2023 11:00,Delhi,Personal Care,Chips,1,197,UPI,Returned,63,Repeat,197
6397,24/09/2023 12:00,Chennai,Beverages,Milk,3,63,Card,Cancelled,14,Repeat,189
6398,24/09/2023 13:00,Chennai,Household,Banana,3,27,Wallet,Delivered,18,Repeat,81
6399,24/09/2023 14:00,Delhi,Snacks,Juice,2,299,UPI,Delivered,75,Repeat,598
6400,24/09/2023 15:00,Pune,Snacks,Milk,5,46,Cash,Delivered,80,Repeat,230
6401,24/09/2023 16:00,Bangalore,Dairy & Bakery,Milk,1,456,Cash,Delivered,39,Repeat,456
6402,24/09/2023 17:00,Chennai,Fruits & Vegetables,Chips,2,70,Cash,Delivered,74,Repeat,140
6403,24/09/2023 18:00,Bangalore,Snacks,Juice,5,431,Card,Returned,39,Repeat,2155
6404,24/09/2023 19:00,Kolkata,Snacks,Chips,2,462,Card,Cancelled,56,Repeat,924
6405,24/09/2023 20:00,Pune,Household,Banana,1,88,Card,Delivered,40,Repeat,88
6406,24/09/2023 21:00,Delhi,Household,Chips,3,486,Card,Delivered,69,Repeat,1458
6407,24/09/2023 22:00,Pune,Dairy & Bakery,Eggs,3,476,UPI,Delivered,84,Repeat,1428
6408,24/09/2023 23:00,Chennai,Personal Care,Soap,3,300,Cash,Delivered,89,Repeat,900
6409,25/09/2023 00:00,Mumbai,Dairy & Bakery,Banana,4,63,Wallet,Delivered,18,New,252
6410,25/09/2023 01:00,Kolkata,Dairy & Bakery,Bread,2,194,UPI,Delivered,85,Repeat,388
6411,25/09/2023 02:00,Delhi,Household,Flour,1,138,Cash,Cancelled,63,Repeat,138
6412,25/09/2023 03:00,Hyderabad,Personal Care,Shampoo,2,384,Cash,Returned,70,Repeat,768
6413,25/09/2023 04:00,Kolkata,Household,Shampoo,3,395,UPI,Delivered,73,Repeat,1185
6414,25/09/2023 05:00,Ahmedabad,Fruits & Vegetables,Juice,2,288,UPI,Cancelled,89,Repeat,576
6415,25/09/2023 06:00,Bangalore,Beverages,Eggs,5,200,UPI,Delivered,15,New,1000
6416,25/09/2023 07:00,Pune,Beverages,Milk,2,72,Wallet,Delivered,54,Repeat,144
6417,25/09/2023 08:00,Delhi,Fruits & Vegetables,Eggs,4,312,Cash,Delivered,74,New,1248
6418,25/09/2023 09:00,Kolkata,Beverages,Soap,4,210,Wallet,Returned,86,Repeat,840
6419,25/09/2023 10:00,Pune,Personal Care,Banana,3,213,Wallet,Delivered,46,Repeat,639
6420,25/09/2023 11:00,Delhi,Household,Juice,1,390,Wallet,Delivered,82,New,390
6421,25/09/2023 12:00,Chennai,Beverages,Eggs,5,59,Wallet,Delivered,26,Repeat,295
6422,25/09/2023 13:00,Kolkata,Personal Care,Apple,1,97,Wallet,Delivered,34,New,97
6423,25/09/2023 14:00,Chennai,Household,Milk,1,208,UPI,Delivered,59,New,208
6424,25/09/2023 15:00,Kolkata,Personal Care,Eggs,5,114,Wallet,Delivered,80,New,570
6425,25/09/2023 16:00,Chennai,Fruits & Vegetables,Juice,4,409,Card,Delivered,40,Repeat,1636
6426,25/09/2023 17:00,Ahmedabad,Dairy & Bakery,Apple,3,44,UPI,Delivered,41,Repeat,132
6427,25/09/2023 18:00,Pune,Fruits & Vegetables,Bread,2,122,Cash,Delivered,57,Repeat,244
6428,25/09/2023 19:00,Hyderabad,Beverages,Banana,4,321,Cash,Delivered,26,New,1284
6429,25/09/2023 20:00,Kolkata,Household,Banana,3,178,UPI,Delivered,70,New,534
6430,25/09/2023 21:00,Ahmedabad,Personal Care,Bread,4,377,Wallet,Cancelled,66,Repeat,1508
6431,25/09/2023 22:00,Kolkata,Beverages,Oil,5,227,UPI,Delivered,66,Repeat,1135
6432,25/09/2023 23:00,Chennai,Beverages,Chips,1,466,Cash,Delivered,79,Repeat,466
6433,26/09/2023 00:00,Delhi,Dairy & Bakery,Shampoo,5,366,Cash,Delivered,42,Repeat,1830
6434,26/09/2023 01:00,Kolkata,Beverages,Apple,2,113,UPI,Delivered,28,New,226
6435,26/09/2023 02:00,Ahmedabad,Dairy & Bakery,Milk,5,343,Card,Returned,24,New,1715
6436,26/09/2023 03:00,Chennai,Household,Eggs,1,58,Card,Cancelled,44,Repeat,58
6437,26/09/2023 04:00,Mumbai,Household,Soap,4,355,Card,Delivered,58,New,1420
6438,26/09/2023 05:00,Chennai,Personal Care,Shampoo,3,183,Cash,Delivered,45,Repeat,549
6439,26/09/2023 06:00,Pune,Dairy & Bakery,Juice,2,410,Card,Delivered,63,Repeat,820
6440,26/09/2023 07:00,Hyderabad,Fruits & Vegetables,Chips,4,360,Card,Delivered,45,Repeat,1440
6441,26/09/2023 08:00,Mumbai,Household,Milk,3,341,UPI,Delivered,62,New,1023
6442,26/09/2023 09:00,Pune,Personal Care,Soap,1,74,Wallet,Delivered,69,New,74
6443,26/09/2023 10:00,Pune,Fruits & Vegetables,Soap,5,91,Wallet,Delivered,83,Repeat,455
6444,26/09/2023 11:00,Pune,Household,Milk,4,61,UPI,Cancelled,53,Repeat,244
6445,26/09/2023 12:00,Delhi,Household,Chips,3,430,Wallet,Delivered,42,Repeat,1290
6446,26/09/2023 13:00,Pune,Personal Care,Juice,3,405,Card,Cancelled,53,Repeat,1215
6447,26/09/2023 14:00,Delhi,Personal Care,Bread,5,345,Cash,Cancelled,64,New,1725
6448,26/09/2023 15:00,Pune,Snacks,Shampoo,4,151,Card,Delivered,83,Repeat,604
6449,26/09/2023 16:00,Bangalore,Beverages,Rice,4,40,UPI,Delivered,53,New,160
6450,26/09/2023 17:00,Ahmedabad,Beverages,Rice,1,20,Wallet,Delivered,60,Repeat,20
6451,26/09/2023 18:00,Mumbai,Fruits & Vegetables,Chips,4,185,UPI,Delivered,60,Repeat,740
6452,26/09/2023 19:00,Bangalore,Beverages,Soap,5,79,UPI,Delivered,16,Repeat,395
6453,26/09/2023 20:00,Pune,Fruits & Vegetables,Eggs,4,95,Card,Delivered,10,Repeat,380
6454,26/09/2023 21:00,Mumbai,Household,Bread,1,110,Wallet,Cancelled,22,Repeat,110
6455,26/09/2023 22:00,Mumbai,Snacks,Bread,3,417,Cash,Delivered,82,Repeat,1251
6456,26/09/2023 23:00,Kolkata,Snacks,Chips,4,226,Card,Delivered,57,Repeat,904
6457,27/09/2023 00:00,Hyderabad,Household,Juice,5,107,UPI,Delivered,56,New,535
6458,27/09/2023 01:00,Bangalore,Personal Care,Chips,4,101,UPI,Delivered,56,Repeat,404
6459,27/09/2023 02:00,Hyderabad,Dairy & Bakery,Oil,2,36,Wallet,Delivered,19,Repeat,72
6460,27/09/2023 03:00,Mumbai,Dairy & Bakery,Eggs,1,348,UPI,Delivered,35,Repeat,348
6461,27/09/2023 04:00,Delhi,Beverages,Banana,3,450,UPI,Delivered,59,Repeat,1350
6462,27/09/2023 05:00,Mumbai,Personal Care,Rice,2,229,Card,Returned,56,New,458
6463,27/09/2023 06:00,Hyderabad,Fruits & Vegetables,Chips,5,331,Wallet,Delivered,53,Repeat,1655
6464,27/09/2023 07:00,Bangalore,Snacks,Bread,4,402,Card,Delivered,10,New,1608
6465,27/09/2023 08:00,Pune,Beverages,Juice,1,72,Cash,Delivered,72,Repeat,72
6466,27/09/2023 09:00,Kolkata,Household,Rice,4,147,UPI,Delivered,26,Repeat,588
6467,27/09/2023 10:00,Kolkata,Personal Care,Apple,4,165,Card,Delivered,26,Repeat,660
6468,27/09/2023 11:00,Kolkata,Snacks,Flour,4,472,Card,Delivered,48,Repeat,1888
6469,27/09/2023 12:00,Pune,Fruits & Vegetables,Milk,4,323,Wallet,Delivered,52,New,1292
6470,27/09/2023 13:00,Kolkata,Fruits & Vegetables,Bread,1,412,UPI,Delivered,85,Repeat,412
6471,27/09/2023 14:00,Bangalore,Dairy & Bakery,Apple,2,329,Card,Delivered,50,New,658
6472,27/09/2023 15:00,Pune,Beverages,Juice,5,438,UPI,Delivered,24,Repeat,2190
6473,27/09/2023 16:00,Kolkata,Household,Bread,2,267,Cash,Delivered,10,Repeat,534
6474,27/09/2023 17:00,Pune,Snacks,Chips,1,449,UPI,Cancelled,67,Repeat,449
6475,27/09/2023 18:00,Hyderabad,Fruits & Vegetables,Bread,5,20,UPI,Delivered,63,Repeat,100
6476,27/09/2023 19:00,Ahmedabad,Snacks,Flour,3,60,Card,Delivered,84,Repeat,180
6477,27/09/2023 20:00,Ahmedabad,Household,Juice,2,92,Wallet,Delivered,14,Repeat,184
6478,27/09/2023 21:00,Bangalore,Snacks,Bread,1,179,Wallet,Delivered,71,Repeat,179
6479,27/09/2023 22:00,Chennai,Beverages,Eggs,1,231,Wallet,Delivered,80,Repeat,231
6480,27/09/2023 23:00,Delhi,Dairy & Bakery,Soap,1,352,Cash,Delivered,55,Repeat,352
6481,28/09/2023 00:00,Kolkata,Snacks,Apple,5,315,Cash,Delivered,74,Repeat,1575
6482,28/09/2023 01:00,Delhi,Personal Care,Banana,4,158,Card,Delivered,37,Repeat,632
6483,28/09/2023 02:00,Pune,Dairy & Bakery,Soap,3,465,Wallet,Returned,50,Repeat,1395
6484,28/09/2023 03:00,Delhi,Household,Juice,5,449,Cash,Cancelled,32,Repeat,2245
6485,28/09/2023 04:00,Bangalore,Dairy & Bakery,Rice,5,323,Wallet,Delivered,41,New,1615
6486,28/09/2023 05:00,Bangalore,Snacks,Oil,2,62,Wallet,Delivered,67,Repeat,124
6487,28/09/2023 06:00,Mumbai,Snacks,Eggs,3,198,Cash,Delivered,48,Repeat,594
6488,28/09/2023 07:00,Ahmedabad,Personal Care,Oil,1,208,Wallet,Delivered,42,New,208
6489,28/09/2023 08:00,Kolkata,Fruits & Vegetables,Oil,5,265,UPI,Delivered,67,Repeat,1325
6490,28/09/2023 09:00,Mumbai,Personal Care,Apple,3,317,Card,Cancelled,41,Repeat,951
6491,28/09/2023 10:00,Delhi,Snacks,Juice,2,173,Cash,Delivered,59,New,346
6492,28/09/2023 11:00,Chennai,Dairy & Bakery,Apple,4,123,Cash,Returned,60,New,492
6493,28/09/2023 12:00,Mumbai,Personal Care,Bread,3,30,Wallet,Delivered,86,New,90
6494,28/09/2023 13:00,Mumbai,Personal Care,Shampoo,1,44,Cash,Delivered,28,Repeat,44
6495,28/09/2023 14:00,Bangalore,Fruits & Vegetables,Chips,5,315,UPI,Delivered,12,New,1575
6496,28/09/2023 15:00,Chennai,Snacks,Soap,4,44,Wallet,Cancelled,26,New,176
6497,28/09/2023 16:00,Pune,Snacks,Bread,2,103,UPI,Delivered,52,New,206
6498,28/09/2023 17:00,Delhi,Household,Milk,1,125,Card,Delivered,38,New,125
6499,28/09/2023 18:00,Mumbai,Fruits & Vegetables,Rice,4,260,Card,Delivered,53,Repeat,1040
6500,28/09/2023 19:00,Chennai,Household,Milk,2,138,UPI,Delivered,61,Repeat,276
6501,28/09/2023 20:00,Ahmedabad,Household,Milk,1,478,Wallet,Delivered,37,New,478
6502,28/09/2023 21:00,Kolkata,Household,Eggs,5,127,Card,Delivered,43,Repeat,635
6503,28/09/2023 22:00,Chennai,Beverages,Banana,2,349,Wallet,Delivered,89,New,698
6504,28/09/2023 23:00,Ahmedabad,Household,Flour,4,199,Wallet,Delivered,63,Repeat,796
6505,29/09/2023 00:00,Delhi,Personal Care,Soap,1,388,Card,Delivered,11,New,388
6506,29/09/2023 01:00,Chennai,Dairy & Bakery,Oil,3,150,Card,Delivered,26,Repeat,450
6507,29/09/2023 02:00,Ahmedabad,Personal Care,Shampoo,1,314,UPI,Delivered,27,New,314
6508,29/09/2023 03:00,Chennai,Personal Care,Bread,4,110,Wallet,Delivered,37,Repeat,440
6509,29/09/2023 04:00,Chennai,Snacks,Flour,4,438,UPI,Delivered,37,Repeat,1752
6510,29/09/2023 05:00,Kolkata,Beverages,Flour,3,260,Cash,Delivered,61,New,780
6511,29/09/2023 06:00,Ahmedabad,Household,Milk,4,266,Cash,Delivered,25,Repeat,1064
6512,29/09/2023 07:00,Ahmedabad,Snacks,Milk,1,187,Cash,Delivered,42,Repeat,187
6513,29/09/2023 08:00,Mumbai,Fruits & Vegetables,Rice,2,242,Cash,Delivered,14,Repeat,484
6514,29/09/2023 09:00,Delhi,Fruits & Vegetables,Shampoo,1,488,Card,Cancelled,54,New,488
6515,29/09/2023 10:00,Kolkata,Snacks,Shampoo,4,297,Card,Delivered,46,Repeat,1188
6516,29/09/2023 11:00,Chennai,Dairy & Bakery,Shampoo,3,209,UPI,Delivered,61,New,627
6517,29/09/2023 12:00,Chennai,Snacks,Bread,3,38,Card,Delivered,73,Repeat,114
6518,29/09/2023 13:00,Mumbai,Snacks,Soap,5,33,Card,Delivered,71,New,165
6519,29/09/2023 14:00,Delhi,Beverages,Soap,3,262,Card,Delivered,14,Repeat,786
6520,29/09/2023 15:00,Bangalore,Fruits & Vegetables,Bread,3,128,Cash,Delivered,20,New,384
6521,29/09/2023 16:00,Kolkata,Fruits & Vegetables,Eggs,4,453,UPI,Delivered,12,Repeat,1812
6522,29/09/2023 17:00,Mumbai,Household,Bread,2,209,Wallet,Cancelled,60,Repeat,418
6523,29/09/2023 18:00,Delhi,Personal Care,Chips,2,490,Wallet,Delivered,69,Repeat,980
6524,29/09/2023 19:00,Kolkata,Snacks,Juice,4,237,Wallet,Delivered,75,Repeat,948
6525,29/09/2023 20:00,Chennai,Snacks,Flour,3,318,Cash,Delivered,66,Repeat,954
6526,29/09/2023 21:00,Delhi,Dairy & Bakery,Chips,1,330,Card,Delivered,26,Repeat,330
6527,29/09/2023 22:00,Delhi,Fruits & Vegetables,Eggs,2,255,Card,Delivered,12,New,510
6528,29/09/2023 23:00,Pune,Dairy & Bakery,Flour,4,187,Wallet,Delivered,12,Repeat,748
6529,30/09/2023 00:00,Delhi,Beverages,Eggs,1,287,Wallet,Delivered,49,New,287
6530,30/09/2023 01:00,Bangalore,Household,Flour,3,212,UPI,Delivered,89,Repeat,636
6531,30/09/2023 02:00,Delhi,Dairy & Bakery,Bread,4,261,Cash,Delivered,85,Repeat,1044
